Date,{"SpaceDryBulbTemperature":"Kids Bedroom"},{"SpaceDryBulbTemperature":"Bathroom"},{"SpaceDryBulbTemperature":"Storage"},{"SpaceDryBulbTemperature":"Kitchen"},{"SpaceDryBulbTemperature":"Laundry"},{"SpaceDryBulbTemperature":"Livingroom"},{"SpaceDryBulbTemperature":"Main Bedroom"},{"SpaceDryBulbTemperature":"Hallway"}
06/23 - 10:30,15.622,15.397,16.241,15.231,15.830,15.364,16.030,16.363
06/23 - 10:45,15.638,15.409,16.240,15.250,15.827,15.398,16.043,16.363
06/23 - 11:00,15.655,15.422,16.240,15.271,15.825,15.434,16.057,16.364
06/23 - 11:15,15.672,15.437,16.240,15.294,15.824,15.470,16.072,16.366
06/23 - 11:30,15.691,15.453,16.241,15.356,15.826,15.521,16.090,16.369
06/23 - 11:45,15.710,15.471,16.242,15.414,15.830,15.574,16.109,16.373
06/23 - 12:00,15.726,15.487,16.244,15.457,15.834,15.618,16.124,16.378
06/23 - 12:15,15.735,15.499,16.247,15.481,15.837,15.644,16.133,16.383
06/23 - 12:30,15.741,15.510,16.250,15.467,15.839,15.645,16.138,16.388
06/23 - 12:45,15.745,15.521,16.254,15.450,15.842,15.639,16.142,16.392
06/23 - 13:00,15.749,15.532,16.258,15.436,15.846,15.633,16.145,16.396
06/23 - 13:15,15.752,15.541,16.261,15.426,15.851,15.626,16.149,16.400
06/23 - 13:30,15.755,15.547,16.265,15.417,15.857,15.618,16.151,16.404
06/23 - 13:45,15.756,15.552,16.268,15.409,15.862,15.610,16.152,16.407
06/23 - 14:00,15.755,15.554,16.271,15.401,15.867,15.599,16.152,16.410
06/23 - 14:15,15.753,15.554,16.273,15.392,15.871,15.586,16.151,16.413
06/23 - 14:30,15.749,15.551,16.276,15.381,15.874,15.570,16.148,16.415
06/23 - 14:45,15.743,15.547,16.278,15.370,15.876,15.553,16.144,16.417
06/23 - 15:00,15.739,15.544,16.279,15.360,15.879,15.536,16.141,16.418
06/23 - 15:15,15.738,15.543,16.281,15.356,15.881,15.526,16.140,16.419
06/23 - 15:30,15.739,15.543,16.282,15.354,15.882,15.521,16.140,16.420
06/23 - 15:45,15.742,15.545,16.283,15.355,15.883,15.519,16.141,16.421
06/23 - 16:00,15.746,15.546,16.283,15.355,15.883,15.519,16.142,16.422
06/23 - 16:15,15.748,15.546,16.284,15.352,15.883,15.514,16.141,16.423
06/23 - 16:30,15.749,15.544,16.285,15.345,15.882,15.506,16.140,16.423
06/23 - 16:45,15.748,15.541,16.285,15.336,15.880,15.496,16.137,16.424
06/23 - 17:00,15.742,15.534,16.286,15.320,15.878,15.476,16.133,16.424
06/23 - 17:15,15.736,15.527,16.287,15.306,15.876,15.458,16.129,16.423
06/23 - 17:30,15.732,15.521,16.287,15.296,15.874,15.444,16.126,16.423
06/23 - 17:45,15.729,15.516,16.287,15.287,15.871,15.433,16.123,16.422
06/23 - 18:00,15.725,15.510,16.286,15.277,15.867,15.423,16.120,16.421
06/23 - 18:15,15.719,15.502,16.285,15.264,15.862,15.409,16.114,16.419
06/23 - 18:30,15.712,15.493,16.284,15.251,15.857,15.394,16.108,16.418
06/23 - 18:45,15.706,15.485,16.283,15.237,15.852,15.379,16.102,16.416
06/23 - 19:00,15.698,15.475,16.282,15.221,15.846,15.362,16.094,16.415
06/23 - 19:15,15.690,15.465,16.281,15.205,15.839,15.345,16.087,16.413
06/23 - 19:30,15.681,15.454,16.280,15.188,15.833,15.326,16.078,16.411
06/23 - 19:45,15.672,15.443,16.278,15.171,15.826,15.308,16.070,16.409
06/23 - 20:00,15.663,15.432,16.277,15.154,15.819,15.289,16.062,16.407
06/23 - 20:15,15.655,15.422,16.275,15.138,15.812,15.272,16.054,16.405
06/23 - 20:30,15.646,15.411,16.274,15.121,15.805,15.255,16.046,16.403
06/23 - 20:45,15.638,15.400,16.272,15.104,15.797,15.237,16.038,16.400
06/23 - 21:00,15.630,15.390,16.270,15.087,15.789,15.220,16.030,16.398
06/23 - 21:15,15.621,15.378,16.268,15.070,15.781,15.202,16.021,16.396
06/23 - 21:30,15.611,15.367,16.267,15.052,15.773,15.183,16.012,16.393
06/23 - 21:45,15.601,15.355,16.264,15.034,15.764,15.164,16.003,16.390
06/23 - 22:00,15.591,15.343,16.262,15.015,15.755,15.145,15.993,16.387
06/23 - 22:15,15.580,15.330,16.260,14.995,15.746,15.124,15.983,16.384
06/23 - 22:30,15.569,15.317,16.258,14.975,15.736,15.103,15.973,16.381
06/23 - 22:45,15.557,15.304,16.256,14.955,15.727,15.081,15.962,16.378
06/23 - 23:00,15.546,15.291,16.253,14.935,15.717,15.060,15.951,16.375
06/23 - 23:15,15.535,15.278,16.250,14.915,15.707,15.039,15.941,16.371
06/23 - 23:30,15.524,15.266,16.248,14.895,15.697,15.018,15.930,16.368
06/23 - 23:45,15.513,15.252,16.245,14.875,15.686,14.997,15.919,16.364
06/24 - 0:00,15.503,15.241,16.242,14.856,15.676,14.977,15.909,16.361
06/24 - 0:15,15.497,15.232,16.239,14.843,15.666,14.965,15.901,16.357
06/24 - 0:30,15.493,15.225,16.236,14.830,15.656,14.954,15.895,16.353
06/24 - 0:45,15.489,15.218,16.233,14.817,15.645,14.945,15.890,16.349
06/24 - 1:00,15.485,15.211,16.230,14.805,15.635,14.936,15.884,16.345
06/24 - 1:15,15.481,15.204,16.227,14.793,15.625,14.928,15.880,16.340
06/24 - 1:30,15.478,15.197,16.223,14.781,15.614,14.920,15.875,16.336
06/24 - 1:45,15.475,15.191,16.220,14.769,15.604,14.912,15.870,16.332
06/24 - 2:00,15.472,15.185,16.217,14.757,15.594,14.905,15.866,16.328
06/24 - 2:15,15.469,15.179,16.213,14.746,15.583,14.898,15.862,16.324
06/24 - 2:30,15.467,15.173,16.210,14.734,15.573,14.891,15.857,16.319
06/24 - 2:45,15.464,15.167,16.207,14.723,15.563,14.885,15.853,16.315
06/24 - 3:00,15.460,15.160,16.203,14.710,15.552,14.876,15.848,16.311
06/24 - 3:15,15.454,15.151,16.200,14.696,15.541,14.866,15.841,16.307
06/24 - 3:30,15.448,15.142,16.196,14.681,15.531,14.855,15.834,16.302
06/24 - 3:45,15.441,15.133,16.193,14.667,15.520,14.844,15.827,16.298
06/24 - 4:00,15.436,15.125,16.189,14.653,15.509,14.833,15.821,16.294
06/24 - 4:15,15.431,15.118,16.185,14.641,15.499,14.824,15.815,16.289
06/24 - 4:30,15.427,15.111,16.181,14.629,15.488,14.816,15.809,16.285
06/24 - 4:45,15.423,15.104,16.178,14.617,15.478,14.809,15.804,16.281
06/24 - 5:00,15.419,15.097,16.174,14.605,15.467,14.801,15.798,16.276
06/24 - 5:15,15.413,15.089,16.170,14.591,15.457,14.791,15.792,16.272
06/24 - 5:30,15.407,15.081,16.166,14.578,15.446,14.781,15.785,16.267
06/24 - 5:45,15.402,15.073,16.162,14.565,15.436,14.771,15.779,16.263
06/24 - 6:00,15.399,15.068,16.158,14.555,15.426,14.764,15.774,16.259
06/24 - 6:15,15.402,15.068,16.155,14.551,15.417,14.765,15.774,16.254
06/24 - 6:30,15.407,15.069,16.151,14.548,15.409,14.770,15.775,16.250
06/24 - 6:45,15.413,15.071,16.148,14.545,15.400,14.776,15.776,16.246
06/24 - 7:00,15.418,15.072,16.144,14.542,15.392,14.782,15.778,16.241
06/24 - 7:15,15.421,15.072,16.141,14.538,15.383,14.786,15.779,16.237
06/24 - 7:30,15.425,15.072,16.137,14.534,15.375,14.790,15.779,16.233
06/24 - 7:45,15.428,15.073,16.134,14.531,15.367,14.794,15.780,16.229
06/24 - 8:00,15.433,15.074,16.131,14.529,15.359,14.800,15.781,16.225
06/24 - 8:15,15.439,15.077,16.127,14.532,15.352,14.812,15.785,16.222
06/24 - 8:30,15.447,15.081,16.124,14.538,15.345,14.828,15.789,16.218
06/24 - 8:45,15.456,15.087,16.121,14.548,15.339,14.848,15.795,16.215
06/24 - 9:00,15.467,15.095,16.118,14.560,15.333,14.872,15.803,16.212
06/24 - 9:15,15.480,15.105,16.116,14.639,15.330,14.926,15.820,16.210
06/24 - 9:30,15.495,15.117,16.113,14.730,15.328,14.996,15.843,16.208
06/24 - 9:45,15.511,15.131,16.112,14.811,15.328,15.074,15.869,16.207
06/24 - 10:00,15.528,15.147,16.110,14.880,15.330,15.157,15.898,16.208
06/24 - 10:15,15.548,15.167,16.109,14.938,15.334,15.242,15.929,16.209
06/24 - 10:30,15.569,15.189,16.109,14.991,15.341,15.325,15.962,16.212
06/24 - 10:45,15.591,15.214,16.109,15.045,15.350,15.406,15.995,16.215
06/24 - 11:00,15.614,15.241,16.110,15.100,15.362,15.482,16.029,16.219
06/24 - 11:15,15.636,15.267,16.112,15.161,15.375,15.551,16.061,16.225
06/24 - 11:30,15.659,15.298,16.114,15.224,15.391,15.613,16.091,16.231
06/24 - 11:45,15.683,15.334,16.117,15.288,15.408,15.671,16.119,16.238
06/24 - 12:00,15.708,15.372,16.120,15.351,15.427,15.726,16.145,16.247
06/24 - 12:15,15.731,15.412,16.125,15.427,15.449,15.779,16.169,16.256
06/24 - 12:30,15.757,15.455,16.130,15.516,15.474,15.842,16.189,16.269
06/24 - 12:45,15.785,15.502,16.137,15.611,15.501,15.913,16.208,16.287
06/24 - 13:00,15.818,15.556,16.146,15.706,15.532,15.992,16.225,16.314
06/24 - 13:15,15.859,15.615,16.160,15.781,15.563,16.086,16.243,16.356
06/24 - 13:30,15.909,15.679,16.181,15.841,15.596,16.179,16.259,16.412
06/24 - 13:45,15.966,15.745,16.210,15.888,15.630,16.259,16.275,16.484
06/24 - 14:00,16.030,15.811,16.248,15.927,15.664,16.329,16.291,16.570
06/24 - 14:15,16.104,15.877,16.293,15.955,15.699,16.378,16.306,16.656
06/24 - 14:30,16.186,15.944,16.343,15.984,15.735,16.412,16.320,16.700
06/24 - 14:45,16.271,16.011,16.394,16.020,15.773,16.436,16.333,16.722
06/24 - 15:00,16.354,16.071,16.440,16.063,15.813,16.450,16.344,16.733
06/24 - 15:15,16.435,16.123,16.478,16.109,15.853,16.443,16.351,16.729
06/24 - 15:30,16.512,16.167,16.509,16.149,15.893,16.422,16.356,16.716
06/24 - 15:45,16.581,16.204,16.534,16.187,15.944,16.395,16.359,16.699
06/24 - 16:00,16.641,16.235,16.554,16.219,16.000,16.367,16.362,16.684
06/24 - 16:15,16.679,16.258,16.573,16.245,16.059,16.341,16.363,16.673
06/24 - 16:30,16.693,16.271,16.590,16.262,16.117,16.318,16.362,16.667
06/24 - 16:45,16.686,16.276,16.607,16.272,16.170,16.293,16.360,16.665
06/24 - 17:00,16.643,16.254,16.623,16.263,16.215,16.252,16.355,16.664
06/24 - 17:15,16.601,16.233,16.637,16.263,16.253,16.217,16.350,16.664
06/24 - 17:30,16.568,16.219,16.647,16.272,16.285,16.191,16.345,16.666
06/24 - 17:45,16.544,16.209,16.653,16.284,16.310,16.173,16.340,16.667
06/24 - 18:00,16.522,16.202,16.658,16.295,16.330,16.161,16.335,16.669
06/24 - 18:15,16.509,16.200,16.661,16.307,16.347,16.154,16.331,16.671
06/24 - 18:30,16.499,16.198,16.662,16.316,16.360,16.148,16.328,16.672
06/24 - 18:45,16.489,16.195,16.664,16.321,16.371,16.140,16.324,16.674
06/24 - 19:00,16.479,16.191,16.665,16.322,16.380,16.129,16.320,16.676
06/24 - 19:15,16.467,16.186,16.666,16.318,16.386,16.114,16.314,16.677
06/24 - 19:30,16.454,16.180,16.667,16.310,16.392,16.097,16.308,16.678
06/24 - 19:45,16.440,16.173,16.667,16.300,16.395,16.077,16.301,16.680
06/24 - 20:00,16.426,16.166,16.668,16.288,16.398,16.056,16.294,16.681
06/24 - 20:15,16.413,16.159,16.669,16.274,16.400,16.034,16.288,16.682
06/24 - 20:30,16.399,16.152,16.669,16.260,16.401,16.012,16.281,16.683
06/24 - 20:45,16.385,16.145,16.670,16.244,16.402,15.989,16.274,16.684
06/24 - 21:00,16.371,16.137,16.670,16.227,16.401,15.965,16.267,16.685
06/24 - 21:15,16.358,16.129,16.671,16.210,16.400,15.942,16.260,16.686
06/24 - 21:30,16.344,16.121,16.671,16.193,16.399,15.920,16.253,16.686
06/24 - 21:45,16.331,16.112,16.672,16.175,16.396,15.897,16.245,16.687
06/24 - 22:00,16.317,16.103,16.672,16.155,16.393,15.874,16.238,16.687
06/24 - 22:15,16.302,16.092,16.672,16.134,16.390,15.849,16.229,16.687
06/24 - 22:30,16.286,16.080,16.672,16.112,16.385,15.823,16.219,16.687
06/24 - 22:45,16.270,16.069,16.672,16.090,16.380,15.796,16.209,16.687
06/24 - 23:00,16.255,16.057,16.672,16.067,16.375,15.770,16.199,16.687
06/24 - 23:15,16.241,16.046,16.672,16.046,16.370,15.746,16.191,16.686
06/24 - 23:30,16.227,16.036,16.672,16.025,16.364,15.724,16.182,16.686
06/24 - 23:45,16.214,16.025,16.671,16.004,16.359,15.701,16.173,16.685
06/25 - 0:00,16.200,16.013,16.671,15.982,16.353,15.679,16.165,16.684
06/25 - 0:15,16.184,16.000,16.670,15.958,16.347,15.654,16.154,16.683
06/25 - 0:30,16.168,15.986,16.670,15.933,16.341,15.628,16.144,16.682
06/25 - 0:45,16.152,15.972,16.669,15.908,16.334,15.601,16.133,16.681
06/25 - 1:00,16.135,15.958,16.668,15.882,16.328,15.575,16.121,16.679
06/25 - 1:15,16.118,15.943,16.667,15.854,16.322,15.548,16.110,16.677
06/25 - 1:30,16.101,15.928,16.665,15.827,16.316,15.521,16.098,16.676
06/25 - 1:45,16.084,15.913,16.664,15.800,16.311,15.493,16.086,16.674
06/25 - 2:00,16.066,15.897,16.663,15.773,16.305,15.466,16.073,16.671
06/25 - 2:15,16.047,15.881,16.661,15.745,16.297,15.438,16.060,16.669
06/25 - 2:30,16.029,15.864,16.659,15.718,16.289,15.410,16.047,16.666
06/25 - 2:45,16.010,15.847,16.657,15.691,16.280,15.381,16.033,16.664
06/25 - 3:00,15.990,15.828,16.655,15.663,16.270,15.351,16.019,16.661
06/25 - 3:15,15.970,15.809,16.653,15.634,16.260,15.320,16.003,16.658
06/25 - 3:30,15.949,15.789,16.650,15.605,16.249,15.289,15.987,16.654
06/25 - 3:45,15.929,15.769,16.647,15.577,16.238,15.258,15.970,16.651
06/25 - 4:00,15.909,15.749,16.645,15.550,16.226,15.227,15.954,16.647
06/25 - 4:15,15.889,15.729,16.641,15.522,16.214,15.196,15.938,16.643
06/25 - 4:30,15.868,15.709,16.638,15.493,16.201,15.164,15.921,16.639
06/25 - 4:45,15.848,15.689,16.635,15.465,16.188,15.132,15.905,16.634
06/25 - 5:00,15.827,15.668,16.631,15.435,16.175,15.099,15.888,16.630
06/25 - 5:15,15.808,15.649,16.627,15.407,16.161,15.070,15.872,16.625
06/25 - 5:30,15.790,15.631,16.622,15.379,16.147,15.041,15.857,16.620
06/25 - 5:45,15.773,15.613,16.618,15.353,16.134,15.014,15.843,16.614
06/25 - 6:00,15.756,15.595,16.614,15.326,16.119,14.987,15.829,16.609
06/25 - 6:15,15.740,15.579,16.609,15.301,16.105,14.963,15.817,16.603
06/25 - 6:30,15.725,15.562,16.604,15.277,16.090,14.940,15.804,16.598
06/25 - 6:45,15.711,15.546,16.599,15.252,16.075,14.917,15.793,16.592
06/25 - 7:00,15.696,15.530,16.595,15.227,16.060,14.895,15.781,16.586
06/25 - 7:15,15.683,15.514,16.590,15.203,16.044,14.874,15.771,16.580
06/25 - 7:30,15.671,15.499,16.584,15.179,16.029,14.855,15.762,16.573
06/25 - 7:45,15.660,15.483,16.579,15.156,16.013,14.837,15.753,16.567
06/25 - 8:00,15.650,15.470,16.573,15.134,15.997,14.820,15.745,16.561
06/25 - 8:15,15.640,15.457,16.567,15.147,15.982,14.822,15.745,16.554
06/25 - 8:30,15.634,15.447,16.561,15.186,15.969,14.844,15.754,16.548
06/25 - 8:45,15.634,15.444,16.554,15.241,15.959,14.888,15.775,16.543
06/25 - 9:00,15.614,15.420,16.548,15.264,15.940,14.926,15.786,16.538
06/25 - 9:15,15.614,15.415,16.543,15.388,15.929,15.013,15.818,16.535
06/25 - 9:30,15.625,15.422,16.537,15.579,15.923,15.138,15.867,16.532
06/25 - 9:45,15.643,15.437,16.532,15.774,15.921,15.286,15.923,16.530
06/25 - 10:00,15.666,15.458,16.527,15.994,15.924,15.455,15.985,16.529
06/25 - 10:15,15.691,15.485,16.522,16.071,15.930,15.620,16.045,16.529
06/25 - 10:30,15.719,15.521,16.518,16.074,15.941,15.778,16.103,16.530
06/25 - 10:45,15.750,15.566,16.514,16.134,15.956,15.929,16.162,16.532
06/25 - 11:00,15.782,15.622,16.511,16.246,15.975,16.064,16.219,16.534
06/25 - 11:15,15.816,15.689,16.509,16.380,15.999,16.182,16.275,16.538
06/25 - 11:30,15.851,15.767,16.508,16.515,16.028,16.280,16.327,16.543
06/25 - 11:45,15.888,15.858,16.507,16.654,16.059,16.362,16.372,16.549
06/25 - 12:00,15.914,15.947,16.507,16.786,16.090,16.423,16.407,16.557
06/25 - 12:15,15.925,16.028,16.509,16.901,16.122,16.455,16.427,16.567
06/25 - 12:30,15.938,16.114,16.512,16.993,16.155,16.490,16.439,16.584
06/25 - 12:45,15.956,16.203,16.517,17.068,16.191,16.523,16.450,16.610
06/25 - 13:00,15.977,16.294,16.527,17.129,16.229,16.577,16.461,16.647
06/25 - 13:15,16.006,16.380,16.543,17.155,16.266,16.643,16.471,16.698
06/25 - 13:30,16.041,16.459,16.567,17.156,16.300,16.694,16.481,16.755
06/25 - 13:45,16.078,16.528,16.600,17.140,16.331,16.720,16.490,16.815
06/25 - 14:00,16.115,16.585,16.639,17.116,16.365,16.728,16.498,16.869
06/25 - 14:15,16.150,16.631,16.681,17.089,16.402,16.716,16.505,16.910
06/25 - 14:30,16.178,16.663,16.723,17.063,16.439,16.688,16.510,16.920
06/25 - 14:45,16.191,16.680,16.762,17.039,16.476,16.646,16.512,16.914
06/25 - 15:00,16.191,16.685,16.793,17.018,16.513,16.601,16.514,16.901
06/25 - 15:15,16.182,16.681,16.818,17.000,16.550,16.561,16.516,16.889
06/25 - 15:30,16.175,16.676,16.835,16.991,16.585,16.533,16.517,16.880
06/25 - 15:45,16.170,16.669,16.847,16.987,16.620,16.513,16.517,16.873
06/25 - 16:00,16.167,16.662,16.855,16.985,16.651,16.497,16.515,16.870
06/25 - 16:15,16.164,16.653,16.860,16.984,16.677,16.484,16.513,16.868
06/25 - 16:30,16.162,16.643,16.863,16.980,16.700,16.470,16.510,16.867
06/25 - 16:45,16.159,16.631,16.865,16.972,16.720,16.454,16.506,16.867
06/25 - 17:00,16.150,16.613,16.865,16.955,16.735,16.425,16.499,16.866
06/25 - 17:15,16.141,16.595,16.865,16.939,16.748,16.396,16.491,16.866
06/25 - 17:30,16.134,16.577,16.864,16.923,16.758,16.372,16.484,16.866
06/25 - 17:45,16.128,16.560,16.863,16.907,16.766,16.351,16.477,16.865
06/25 - 18:00,16.124,16.545,16.861,16.892,16.772,16.333,16.472,16.864
06/25 - 18:15,16.124,16.533,16.858,16.879,16.777,16.323,16.469,16.864
06/25 - 18:30,16.124,16.521,16.856,16.865,16.780,16.314,16.466,16.863
06/25 - 18:45,16.125,16.510,16.854,16.849,16.782,16.306,16.464,16.862
06/25 - 19:00,16.126,16.499,16.851,16.833,16.783,16.299,16.462,16.861
06/25 - 19:15,16.128,16.489,16.848,16.817,16.782,16.292,16.460,16.860
06/25 - 19:30,16.129,16.478,16.846,16.799,16.782,16.285,16.459,16.859
06/25 - 19:45,16.131,16.468,16.844,16.781,16.780,16.278,16.458,16.858
06/25 - 20:00,16.132,16.458,16.841,16.762,16.778,16.270,16.456,16.857
06/25 - 20:15,16.133,16.447,16.839,16.741,16.775,16.261,16.455,16.855
06/25 - 20:30,16.133,16.437,16.836,16.720,16.772,16.252,16.453,16.854
06/25 - 20:45,16.133,16.426,16.834,16.698,16.768,16.243,16.451,16.853
06/25 - 21:00,16.134,16.416,16.832,16.677,16.765,16.234,16.449,16.852
06/25 - 21:15,16.136,16.407,16.829,16.657,16.761,16.226,16.448,16.851
06/25 - 21:30,16.137,16.398,16.827,16.637,16.756,16.220,16.448,16.850
06/25 - 21:45,16.139,16.389,16.824,16.618,16.752,16.214,16.447,16.849
06/25 - 22:00,16.141,16.381,16.822,16.599,16.747,16.207,16.447,16.848
06/25 - 22:15,16.142,16.372,16.820,16.581,16.742,16.201,16.446,16.847
06/25 - 22:30,16.143,16.363,16.818,16.562,16.737,16.194,16.445,16.845
06/25 - 22:45,16.145,16.354,16.815,16.544,16.732,16.188,16.445,16.844
06/25 - 23:00,16.147,16.346,16.813,16.527,16.727,16.183,16.444,16.843
06/25 - 23:15,16.149,16.339,16.811,16.512,16.722,16.179,16.445,16.842
06/25 - 23:30,16.152,16.333,16.808,16.497,16.718,16.176,16.446,16.841
06/25 - 23:45,16.155,16.326,16.806,16.482,16.713,16.174,16.447,16.839
06/26 - 0:00,16.158,16.319,16.804,16.467,16.709,16.171,16.447,16.838
06/26 - 0:15,16.160,16.312,16.801,16.452,16.704,16.169,16.448,16.837
06/26 - 0:30,16.163,16.306,16.799,16.438,16.700,16.167,16.449,16.836
06/26 - 0:45,16.165,16.300,16.796,16.424,16.696,16.165,16.450,16.834
06/26 - 1:00,16.168,16.293,16.794,16.410,16.692,16.163,16.450,16.833
06/26 - 1:15,16.168,16.285,16.792,16.394,16.689,16.159,16.450,16.832
06/26 - 1:30,16.169,16.278,16.789,16.378,16.686,16.153,16.449,16.831
06/26 - 1:45,16.169,16.270,16.787,16.363,16.682,16.147,16.448,16.830
06/26 - 2:00,16.170,16.263,16.785,16.350,16.679,16.141,16.448,16.828
06/26 - 2:15,16.174,16.259,16.783,16.340,16.675,16.140,16.449,16.827
06/26 - 2:30,16.177,16.254,16.780,16.330,16.671,16.141,16.452,16.826
06/26 - 2:45,16.181,16.251,16.778,16.322,16.667,16.142,16.454,16.825
06/26 - 3:00,16.183,16.245,16.776,16.311,16.662,16.142,16.456,16.824
06/26 - 3:15,16.179,16.234,16.774,16.292,16.656,16.129,16.452,16.822
06/26 - 3:30,16.173,16.222,16.772,16.272,16.650,16.112,16.447,16.821
06/26 - 3:45,16.167,16.210,16.770,16.252,16.644,16.092,16.441,16.820
06/26 - 4:00,16.160,16.199,16.768,16.233,16.638,16.072,16.435,16.819
06/26 - 4:15,16.157,16.189,16.766,16.218,16.632,16.056,16.430,16.818
06/26 - 4:30,16.153,16.180,16.764,16.203,16.626,16.042,16.426,16.816
06/26 - 4:45,16.150,16.171,16.762,16.189,16.619,16.028,16.422,16.815
06/26 - 5:00,16.146,16.161,16.759,16.173,16.612,16.015,16.418,16.813
06/26 - 5:15,16.140,16.151,16.757,16.155,16.605,15.998,16.412,16.812
06/26 - 5:30,16.134,16.139,16.755,16.137,16.598,15.981,16.406,16.810
06/26 - 5:45,16.128,16.128,16.753,16.118,16.590,15.964,16.399,16.808
06/26 - 6:00,16.122,16.118,16.750,16.101,16.583,15.948,16.393,16.806
06/26 - 6:15,16.120,16.110,16.748,16.087,16.575,15.937,16.390,16.804
06/26 - 6:30,16.118,16.103,16.745,16.074,16.568,15.928,16.387,16.802
06/26 - 6:45,16.116,16.096,16.743,16.061,16.560,15.919,16.384,16.800
06/26 - 7:00,16.113,16.088,16.740,16.047,16.552,15.911,16.380,16.798
06/26 - 7:15,16.110,16.079,16.738,16.032,16.544,15.901,16.377,16.796
06/26 - 7:30,16.106,16.071,16.735,16.017,16.535,15.890,16.373,16.794
06/26 - 7:45,16.103,16.062,16.733,16.002,16.527,15.880,16.369,16.792
06/26 - 8:00,16.100,16.054,16.730,15.988,16.518,15.870,16.365,16.789
06/26 - 8:15,16.098,16.048,16.727,15.976,16.510,15.862,16.362,16.787
06/26 - 8:30,16.097,16.041,16.725,15.965,16.501,15.857,16.360,16.785
06/26 - 8:45,16.096,16.036,16.722,15.955,16.493,15.854,16.358,16.783
06/26 - 9:00,16.102,16.036,16.720,15.954,16.486,15.858,16.360,16.780
06/26 - 9:15,16.116,16.045,16.718,16.006,16.482,15.896,16.375,16.779
06/26 - 9:30,16.134,16.057,16.716,16.072,16.478,15.953,16.396,16.778
06/26 - 9:45,16.155,16.072,16.714,16.137,16.476,16.020,16.420,16.778
06/26 - 10:00,16.176,16.088,16.713,16.195,16.475,16.090,16.447,16.779
06/26 - 10:15,16.198,16.107,16.713,16.247,16.476,16.162,16.475,16.781
06/26 - 10:30,16.221,16.127,16.713,16.296,16.479,16.236,16.505,16.784
06/26 - 10:45,16.245,16.151,16.714,16.351,16.485,16.312,16.537,16.788
06/26 - 11:00,16.269,16.178,16.715,16.411,16.492,16.389,16.569,16.792
06/26 - 11:15,16.295,16.209,16.717,16.478,16.501,16.464,16.600,16.797
06/26 - 11:30,16.321,16.245,16.719,16.549,16.512,16.536,16.630,16.804
06/26 - 11:45,16.348,16.286,16.722,16.620,16.526,16.604,16.659,16.811
06/26 - 12:00,16.371,16.325,16.726,16.688,16.540,16.662,16.681,16.819
06/26 - 12:15,16.386,16.360,16.730,16.742,16.554,16.701,16.696,16.829
06/26 - 12:30,16.401,16.397,16.735,16.783,16.570,16.732,16.707,16.840
06/26 - 12:45,16.417,16.436,16.741,16.816,16.587,16.758,16.718,16.854
06/26 - 13:00,16.433,16.474,16.749,16.843,16.606,16.781,16.729,16.871
06/26 - 13:15,16.451,16.512,16.759,16.861,16.625,16.799,16.738,16.889
06/26 - 13:30,16.470,16.547,16.771,16.872,16.645,16.813,16.748,16.909
06/26 - 13:45,16.489,16.579,16.786,16.877,16.665,16.820,16.756,16.929
06/26 - 14:00,16.507,16.607,16.802,16.880,16.684,16.822,16.763,16.947
06/26 - 14:15,16.524,16.631,16.818,16.878,16.703,16.819,16.769,16.963
06/26 - 14:30,16.539,16.650,16.835,16.872,16.720,16.810,16.773,16.973
06/26 - 14:45,16.552,16.665,16.850,16.863,16.734,16.797,16.777,16.980
06/26 - 15:00,16.555,16.673,16.864,16.850,16.748,16.776,16.780,16.983
06/26 - 15:15,16.559,16.681,16.877,16.843,16.764,16.759,16.785,16.984
06/26 - 15:30,16.562,16.687,16.887,16.840,16.779,16.745,16.789,16.984
06/26 - 15:45,16.565,16.691,16.894,16.838,16.794,16.732,16.793,16.985
06/26 - 16:00,16.567,16.693,16.901,16.837,16.808,16.721,16.795,16.987
06/26 - 16:15,16.568,16.694,16.906,16.834,16.821,16.709,16.796,16.988
06/26 - 16:30,16.569,16.693,16.910,16.830,16.832,16.696,16.797,16.990
06/26 - 16:45,16.568,16.690,16.914,16.824,16.841,16.682,16.796,16.992
06/26 - 17:00,16.562,16.683,16.917,16.811,16.849,16.658,16.793,16.993
06/26 - 17:15,16.557,16.675,16.919,16.800,16.854,16.637,16.790,16.995
06/26 - 17:30,16.553,16.669,16.921,16.791,16.859,16.620,16.788,16.995
06/26 - 17:45,16.551,16.663,16.922,16.782,16.862,16.608,16.786,16.996
06/26 - 18:00,16.549,16.657,16.923,16.774,16.864,16.597,16.784,16.997
06/26 - 18:15,16.548,16.651,16.923,16.766,16.866,16.590,16.783,16.997
06/26 - 18:30,16.548,16.646,16.924,16.757,16.866,16.583,16.782,16.998
06/26 - 18:45,16.548,16.641,16.924,16.747,16.866,16.576,16.780,16.998
06/26 - 19:00,16.547,16.635,16.924,16.737,16.865,16.569,16.779,16.998
06/26 - 19:15,16.547,16.629,16.925,16.726,16.863,16.562,16.778,16.999
06/26 - 19:30,16.546,16.623,16.925,16.715,16.861,16.555,16.776,16.999
06/26 - 19:45,16.545,16.617,16.925,16.704,16.859,16.547,16.775,16.999
06/26 - 20:00,16.544,16.610,16.925,16.692,16.857,16.539,16.773,16.999
06/26 - 20:15,16.542,16.603,16.925,16.679,16.855,16.529,16.771,16.999
