Date,{"SpaceDryBulbTemperature":"Kids Bedroom"},{"SpaceDryBulbTemperature":"Bathroom"},{"SpaceDryBulbTemperature":"Storage"},{"SpaceDryBulbTemperature":"Kitchen"},{"SpaceDryBulbTemperature":"Laundry"},{"SpaceDryBulbTemperature":"Livingroom"},{"SpaceDryBulbTemperature":"Main Bedroom"},{"SpaceDryBulbTemperature":"Hallway"}
01/04 - 10:15,20.694,21.096,20.807,21.125,20.872,21.956,20.765,20.619
01/04 - 10:30,20.703,21.103,20.802,21.170,20.882,22.026,20.799,20.621
01/04 - 10:45,20.713,21.111,20.797,21.211,20.894,22.078,20.829,20.624
01/04 - 11:00,20.721,21.117,20.793,21.241,20.907,22.115,20.858,20.627
01/04 - 11:15,20.723,21.120,20.789,21.263,20.921,22.133,20.883,20.631
01/04 - 11:30,20.726,21.123,20.786,21.283,20.937,22.136,20.904,20.635
01/04 - 11:45,20.729,21.128,20.782,21.311,20.953,22.130,20.922,20.640
01/04 - 12:00,20.733,21.133,20.780,21.340,20.970,22.119,20.937,20.644
01/04 - 12:15,20.739,21.140,20.777,21.370,20.986,22.101,20.947,20.649
01/04 - 12:30,20.745,21.147,20.775,21.401,21.003,22.083,20.955,20.653
01/04 - 12:45,20.759,21.159,20.772,21.428,21.021,22.067,20.962,20.657
01/04 - 13:00,20.779,21.177,20.770,21.457,21.039,22.056,20.970,20.661
01/04 - 13:15,20.810,21.205,20.769,21.485,21.057,22.054,20.979,20.665
01/04 - 13:30,20.847,21.246,20.767,21.512,21.076,22.063,20.989,20.669
01/04 - 13:45,20.889,21.296,20.766,21.535,21.095,22.087,21.000,20.672
01/04 - 14:00,20.930,21.342,20.764,21.556,21.114,22.112,21.010,20.676
01/04 - 14:15,20.984,21.400,20.764,21.579,21.134,22.143,21.022,20.679
01/04 - 14:30,21.048,21.463,20.764,21.607,21.154,22.175,21.033,20.682
01/04 - 14:45,21.117,21.523,20.764,21.631,21.174,22.191,21.044,20.686
01/04 - 15:00,21.190,21.578,20.766,21.656,21.194,22.201,21.055,20.690
01/04 - 15:15,21.263,21.630,20.768,21.676,21.215,22.187,21.063,20.695
01/04 - 15:30,21.335,21.685,20.773,21.700,21.235,22.177,21.068,20.700
01/04 - 15:45,21.408,21.748,20.779,21.724,21.255,22.160,21.072,20.707
01/04 - 16:00,21.485,21.832,20.788,21.748,21.274,22.134,21.074,20.715
01/04 - 16:15,21.562,21.934,20.798,21.773,21.292,22.105,21.073,20.727
01/04 - 16:30,21.638,22.049,20.810,21.798,21.309,22.069,21.071,20.743
01/04 - 16:45,21.712,22.179,20.822,21.817,21.323,22.029,21.067,20.765
01/04 - 17:00,21.786,22.320,20.834,21.834,21.336,21.990,21.061,20.795
01/04 - 17:15,21.863,22.448,20.846,21.850,21.347,21.947,21.052,20.834
01/04 - 17:30,21.943,22.557,20.860,21.868,21.356,21.904,21.041,20.882
01/04 - 17:45,22.021,22.642,20.875,21.889,21.364,21.861,21.028,20.938
01/04 - 18:00,22.091,22.704,20.892,21.911,21.370,21.815,21.015,21.000
01/04 - 18:15,22.136,22.746,20.914,21.938,21.374,21.767,21.000,21.062
01/04 - 18:30,22.162,22.777,20.942,21.967,21.377,21.719,20.984,21.122
01/04 - 18:45,22.177,22.796,20.973,21.998,21.380,21.668,20.967,21.175
01/04 - 19:00,22.182,22.806,21.009,22.030,21.380,21.616,20.949,21.220
01/04 - 19:15,22.169,22.799,21.048,22.058,21.380,21.559,20.928,21.256
01/04 - 19:30,22.138,22.775,21.088,22.084,21.378,21.498,20.906,21.284
01/04 - 19:45,22.093,22.740,21.127,22.105,21.376,21.437,20.882,21.302
01/04 - 20:00,22.018,22.681,21.162,22.115,21.371,21.366,20.856,21.313
01/04 - 20:15,21.954,22.632,21.190,22.121,21.366,21.297,20.828,21.316
01/04 - 20:30,21.903,22.593,21.211,22.121,21.360,21.234,20.799,21.314
01/04 - 20:45,21.863,22.560,21.224,22.115,21.353,21.174,20.771,21.308
01/04 - 21:00,21.827,22.530,21.233,22.104,21.345,21.117,20.742,21.299
01/04 - 21:15,21.800,22.506,21.238,22.090,21.336,21.065,20.716,21.288
01/04 - 21:30,21.775,22.480,21.242,22.072,21.327,21.015,20.689,21.276
01/04 - 21:45,21.748,22.452,21.244,22.050,21.316,20.965,20.663,21.264
01/04 - 22:00,21.720,22.422,21.245,22.023,21.305,20.914,20.636,21.251
01/04 - 22:15,21.690,22.389,21.246,21.993,21.294,20.863,20.609,21.238
01/04 - 22:30,21.658,22.354,21.246,21.961,21.281,20.811,20.581,21.225
01/04 - 22:45,21.625,22.318,21.246,21.926,21.268,20.758,20.553,21.211
01/04 - 23:00,21.593,22.280,21.245,21.891,21.255,20.708,20.526,21.197
01/04 - 23:15,21.563,22.245,21.244,21.858,21.242,20.664,20.502,21.184
01/04 - 23:30,21.534,22.209,21.242,21.823,21.228,20.622,20.478,21.169
01/04 - 23:45,21.504,22.174,21.240,21.788,21.213,20.582,20.454,21.155
01/05 - 0:00,21.474,22.138,21.237,21.752,21.198,20.542,20.431,21.141
01/05 - 0:15,21.443,22.101,21.235,21.714,21.182,20.502,20.407,21.126
01/05 - 0:30,21.412,22.064,21.231,21.675,21.166,20.461,20.384,21.111
01/05 - 0:45,21.380,22.027,21.228,21.635,21.149,20.421,20.360,21.096
01/05 - 1:00,21.348,21.990,21.224,21.595,21.133,20.381,20.337,21.082
01/05 - 1:15,21.317,21.953,21.219,21.555,21.116,20.342,20.313,21.067
01/05 - 1:30,21.285,21.916,21.214,21.515,21.099,20.304,20.290,21.052
01/05 - 1:45,21.255,21.879,21.209,21.476,21.082,20.266,20.268,21.037
01/05 - 2:00,21.226,21.843,21.204,21.438,21.066,20.230,20.246,21.023
01/05 - 2:15,21.198,21.808,21.198,21.402,21.049,20.197,20.225,21.009
01/05 - 2:30,21.170,21.773,21.191,21.365,21.032,20.164,20.204,20.994
01/05 - 2:45,21.144,21.738,21.185,21.330,21.015,20.132,20.183,20.980
01/05 - 3:00,21.117,21.702,21.178,21.293,20.998,20.100,20.163,20.966
01/05 - 3:15,21.090,21.667,21.171,21.257,20.981,20.068,20.142,20.951
01/05 - 3:30,21.063,21.632,21.163,21.221,20.964,20.036,20.122,20.937
01/05 - 3:45,21.036,21.597,21.155,21.185,20.948,20.004,20.102,20.923
01/05 - 4:00,21.010,21.564,21.147,21.151,20.931,19.973,20.082,20.909
01/05 - 4:15,20.985,21.531,21.139,21.117,20.915,19.944,20.063,20.895
01/05 - 4:30,20.960,21.499,21.130,21.084,20.899,19.917,20.044,20.881
01/05 - 4:45,20.936,21.467,21.121,21.052,20.883,19.891,20.026,20.867
01/05 - 5:00,20.913,21.437,21.112,21.022,20.866,19.867,20.009,20.853
01/05 - 5:15,20.890,21.407,21.102,20.994,20.850,19.846,19.992,20.839
01/05 - 5:30,20.868,21.376,21.092,20.967,20.833,19.827,19.977,20.826
01/05 - 5:45,20.847,21.347,21.082,20.942,20.817,19.810,19.962,20.812
01/05 - 6:00,20.826,21.319,21.071,20.919,20.800,19.796,19.948,20.799
01/05 - 6:15,20.809,21.294,21.060,20.900,20.784,19.793,19.936,20.786
01/05 - 6:30,20.794,21.271,21.049,20.885,20.768,19.801,19.928,20.773
01/05 - 6:45,20.781,21.251,21.038,20.873,20.753,19.818,19.923,20.761
01/05 - 7:00,20.770,21.232,21.027,20.864,20.738,19.840,19.921,20.749
01/05 - 7:15,20.762,21.216,21.016,20.857,20.724,19.868,19.922,20.738
01/05 - 7:30,20.755,21.202,21.006,20.854,20.711,19.901,19.926,20.727
01/05 - 7:45,20.749,21.190,20.996,20.854,20.698,19.936,19.932,20.716
01/05 - 8:00,20.745,21.180,20.986,20.877,20.688,20.024,19.958,20.707
01/05 - 8:15,20.746,21.175,20.977,20.900,20.679,20.121,19.991,20.698
01/05 - 8:30,20.748,21.171,20.968,20.924,20.671,20.211,20.026,20.690
01/05 - 8:45,20.752,21.170,20.959,20.952,20.666,20.295,20.061,20.682
01/05 - 9:00,20.757,21.171,20.951,20.979,20.663,20.377,20.095,20.675
01/05 - 9:15,20.764,21.174,20.944,21.009,20.662,20.456,20.125,20.669
01/05 - 9:30,20.773,21.179,20.937,21.039,20.662,20.533,20.154,20.664
01/05 - 9:45,20.783,21.186,20.930,21.077,20.664,20.610,20.181,20.661
01/05 - 10:00,20.794,21.195,20.924,21.111,20.668,20.684,20.208,20.658
01/05 - 10:15,20.807,21.206,20.919,21.146,20.673,20.756,20.235,20.655
01/05 - 10:30,20.820,21.218,20.914,21.184,20.680,20.826,20.263,20.654
01/05 - 10:45,20.833,21.231,20.909,21.223,20.688,20.891,20.292,20.653
01/05 - 11:00,20.847,21.245,20.905,21.262,20.697,20.955,20.322,20.652
01/05 - 11:15,20.863,21.263,20.901,21.303,20.708,21.017,20.353,20.652
01/05 - 11:30,20.880,21.282,20.898,21.344,20.721,21.077,20.384,20.653
01/05 - 11:45,20.899,21.304,20.895,21.395,20.735,21.139,20.416,20.654
01/05 - 12:00,20.918,21.327,20.893,21.450,20.751,21.202,20.448,20.655
01/05 - 12:15,20.940,21.349,20.891,21.498,20.767,21.254,20.477,20.657
01/05 - 12:30,20.965,21.372,20.890,21.542,20.784,21.304,20.506,20.659
01/05 - 12:45,20.996,21.402,20.889,21.584,20.804,21.350,20.531,20.661
01/05 - 13:00,21.036,21.437,20.888,21.631,20.825,21.397,20.553,20.664
01/05 - 13:15,21.089,21.485,20.888,21.681,20.848,21.449,20.575,20.666
01/05 - 13:30,21.152,21.549,20.888,21.729,20.873,21.509,20.595,20.669
01/05 - 13:45,21.229,21.633,20.889,21.772,20.898,21.581,20.615,20.672
01/05 - 14:00,21.286,21.693,20.890,21.796,20.921,21.639,20.627,20.675
01/05 - 14:15,21.331,21.737,20.891,21.807,20.943,21.679,20.629,20.678
01/05 - 14:30,21.376,21.779,20.892,21.825,20.967,21.716,20.631,20.681
01/05 - 14:45,21.425,21.822,20.894,21.846,20.991,21.737,20.633,20.685
01/05 - 15:00,21.477,21.863,20.896,21.874,21.016,21.749,20.636,20.690
01/05 - 15:15,21.523,21.899,20.900,21.906,21.043,21.739,20.640,20.695
01/05 - 15:30,21.563,21.933,20.905,21.937,21.069,21.726,20.642,20.701
01/05 - 15:45,21.599,21.971,20.913,21.960,21.095,21.705,20.641,20.709
01/05 - 16:00,21.634,22.023,20.922,21.977,21.119,21.678,20.638,20.718
01/05 - 16:15,21.664,22.070,20.932,21.986,21.142,21.643,20.632,20.730
01/05 - 16:30,21.675,22.103,20.943,21.989,21.162,21.594,20.622,20.745
01/05 - 16:45,21.662,22.118,20.955,21.987,21.181,21.534,20.609,20.762
01/05 - 17:00,21.638,22.118,20.966,21.993,21.198,21.476,20.596,20.781
01/05 - 17:15,21.620,22.120,20.977,22.005,21.215,21.430,20.587,20.800
01/05 - 17:30,21.606,22.122,20.987,22.016,21.228,21.389,20.578,20.819
01/05 - 17:45,21.592,22.123,20.996,22.024,21.240,21.349,20.568,20.835
01/05 - 18:00,21.561,22.106,21.005,22.027,21.249,21.305,20.556,20.850
01/05 - 18:15,21.526,22.084,21.012,22.024,21.256,21.256,20.542,20.862
01/05 - 18:30,21.491,22.061,21.018,22.015,21.261,21.203,20.525,20.870
01/05 - 18:45,21.456,22.036,21.023,22.000,21.263,21.146,20.506,20.875
01/05 - 19:00,21.418,22.008,21.026,21.980,21.264,21.086,20.484,20.877
01/05 - 19:15,21.382,21.980,21.028,21.958,21.263,21.027,20.463,20.876
01/05 - 19:30,21.346,21.952,21.029,21.932,21.260,20.970,20.441,20.873
01/05 - 19:45,21.310,21.921,21.028,21.902,21.256,20.911,20.418,20.868
01/05 - 20:00,21.269,21.884,21.027,21.864,21.250,20.845,20.392,20.862
01/05 - 20:15,21.229,21.848,21.025,21.827,21.242,20.784,20.366,20.854
01/05 - 20:30,21.191,21.812,21.021,21.790,21.233,20.728,20.341,20.846
01/05 - 20:45,21.155,21.775,21.017,21.751,21.222,20.676,20.317,20.837
01/05 - 21:00,21.117,21.737,21.012,21.710,21.210,20.624,20.291,20.828
01/05 - 21:15,21.078,21.696,21.007,21.663,21.197,20.569,20.264,20.817
01/05 - 21:30,21.038,21.653,21.001,21.614,21.183,20.513,20.237,20.807
01/05 - 21:45,20.997,21.610,20.995,21.563,21.168,20.455,20.208,20.797
01/05 - 22:00,20.957,21.566,20.988,21.511,21.152,20.397,20.180,20.786
01/05 - 22:15,20.919,21.524,20.981,21.461,21.135,20.342,20.153,20.775
01/05 - 22:30,20.881,21.482,20.974,21.411,21.117,20.289,20.126,20.763
01/05 - 22:45,20.843,21.440,20.966,21.361,21.099,20.235,20.099,20.752
01/05 - 23:00,20.808,21.400,20.958,21.313,21.080,20.185,20.073,20.740
01/05 - 23:15,20.769,21.357,20.950,21.262,21.061,20.126,20.045,20.728
01/05 - 23:30,20.730,21.314,20.941,21.209,21.041,20.065,20.017,20.716
01/05 - 23:45,20.691,21.271,20.932,21.156,21.020,20.002,19.988,20.704
01/06 - 0:00,20.653,21.228,20.923,21.103,20.999,19.940,19.958,20.691
01/06 - 0:15,20.618,21.188,20.913,21.055,20.978,19.886,19.932,20.679
01/06 - 0:30,20.584,21.149,20.903,21.006,20.955,19.835,19.906,20.666
01/06 - 0:45,20.551,21.110,20.893,20.958,20.932,19.785,19.880,20.654
01/06 - 1:00,20.517,21.071,20.882,20.908,20.909,19.735,19.854,20.641
01/06 - 1:15,20.482,21.030,20.871,20.857,20.886,19.684,19.827,20.628
01/06 - 1:30,20.447,20.990,20.859,20.806,20.862,19.632,19.800,20.615
01/06 - 1:45,20.412,20.950,20.848,20.755,20.839,19.581,19.772,20.602
01/06 - 2:00,20.376,20.908,20.836,20.702,20.815,19.528,19.743,20.589
01/06 - 2:15,20.340,20.866,20.824,20.649,20.791,19.476,19.714,20.576
01/06 - 2:30,20.304,20.825,20.812,20.597,20.767,19.425,19.685,20.562
01/06 - 2:45,20.268,20.784,20.800,20.545,20.742,19.374,19.656,20.549
01/06 - 3:00,20.233,20.743,20.787,20.493,20.718,19.324,19.626,20.536
01/06 - 3:15,20.199,20.703,20.775,20.443,20.694,19.275,19.597,20.522
01/06 - 3:30,20.165,20.664,20.762,20.394,20.670,19.228,19.567,20.509
01/06 - 3:45,20.131,20.625,20.749,20.344,20.647,19.182,19.538,20.496
01/06 - 4:00,20.097,20.585,20.736,20.294,20.624,19.135,19.508,20.483
01/06 - 4:15,20.062,20.544,20.723,20.242,20.601,19.085,19.477,20.470
01/06 - 4:30,20.026,20.503,20.709,20.190,20.576,19.035,19.446,20.456
01/06 - 4:45,19.990,20.462,20.696,20.137,20.551,18.984,19.415,20.443
01/06 - 5:00,19.960,20.428,20.682,20.093,20.527,18.942,19.387,20.429
01/06 - 5:15,19.945,20.404,20.668,20.069,20.503,18.953,19.375,20.415
01/06 - 5:30,19.934,20.384,20.655,20.051,20.480,19.003,19.374,20.401
01/06 - 5:45,19.925,20.366,20.641,20.036,20.457,19.079,19.381,20.387
01/06 - 6:00,19.918,20.350,20.627,20.025,20.435,19.169,19.394,20.374
01/06 - 6:15,19.914,20.336,20.614,20.023,20.416,19.324,19.422,20.361
01/06 - 6:30,19.913,20.326,20.600,20.026,20.398,19.509,19.467,20.349
01/06 - 6:45,19.915,20.319,20.587,20.034,20.382,19.691,19.523,20.338
01/06 - 7:00,19.920,20.314,20.575,20.047,20.372,19.839,19.587,20.329
01/06 - 7:15,19.925,20.311,20.563,20.056,20.368,19.998,19.662,20.321
01/06 - 7:30,19.930,20.308,20.552,20.061,20.370,20.151,19.743,20.314
01/06 - 7:45,19.936,20.308,20.541,20.068,20.377,20.247,19.827,20.308
01/06 - 8:00,19.941,20.306,20.530,20.074,20.387,20.332,19.906,20.302
01/06 - 8:15,19.948,20.307,20.520,20.078,20.397,20.429,19.978,20.297
01/06 - 8:30,19.956,20.309,20.510,20.120,20.405,20.540,20.045,20.293
01/06 - 8:45,19.965,20.312,20.501,20.157,20.411,20.679,20.110,20.289
01/06 - 9:00,19.976,20.318,20.491,20.189,20.415,20.835,20.173,20.286
01/06 - 9:15,19.991,20.327,20.482,20.259,20.418,20.994,20.231,20.284
01/06 - 9:30,20.006,20.337,20.474,20.279,20.421,21.139,20.283,20.282
01/06 - 9:45,20.023,20.348,20.465,20.332,20.425,21.269,20.330,20.281
01/06 - 10:00,20.039,20.360,20.458,20.355,20.431,21.381,20.372,20.281
01/06 - 10:15,20.054,20.371,20.450,20.385,20.438,21.469,20.409,20.281
01/06 - 10:30,20.069,20.383,20.443,20.427,20.446,21.545,20.444,20.282
01/06 - 10:45,20.084,20.396,20.436,20.461,20.457,21.601,20.474,20.283
01/06 - 11:00,20.097,20.406,20.430,20.493,20.470,21.645,20.503,20.285
01/06 - 11:15,20.106,20.413,20.424,20.525,20.484,21.668,20.528,20.287
01/06 - 11:30,20.114,20.420,20.418,20.569,20.502,21.682,20.554,20.289
01/06 - 11:45,20.124,20.429,20.413,20.616,20.521,21.682,20.575,20.292
01/06 - 12:00,20.136,20.440,20.408,20.664,20.542,21.677,20.593,20.295
01/06 - 12:15,20.152,20.454,20.403,20.715,20.562,21.671,20.607,20.299
01/06 - 12:30,20.170,20.470,20.399,20.764,20.583,21.670,20.621,20.302
01/06 - 12:45,20.195,20.492,20.395,20.807,20.601,21.674,20.636,20.306
01/06 - 13:00,20.227,20.519,20.391,20.853,20.618,21.687,20.652,20.309
01/06 - 13:15,20.265,20.556,20.388,20.901,20.637,21.708,20.670,20.313
01/06 - 13:30,20.312,20.604,20.385,20.945,20.658,21.738,20.689,20.317
01/06 - 13:45,20.373,20.664,20.382,20.984,20.680,21.783,20.708,20.321
01/06 - 14:00,20.429,20.719,20.380,21.018,20.703,21.827,20.726,20.325
01/06 - 14:15,20.490,20.782,20.379,21.050,20.727,21.867,20.742,20.329
01/06 - 14:30,20.558,20.849,20.378,21.088,20.752,21.906,20.757,20.334
01/06 - 14:45,20.634,20.914,20.378,21.123,20.776,21.929,20.772,20.339
01/06 - 15:00,20.716,20.975,20.379,21.157,20.801,21.944,20.785,20.344
01/06 - 15:15,20.796,21.031,20.381,21.186,20.826,21.934,20.794,20.349
01/06 - 15:30,20.876,21.091,20.384,21.217,20.851,21.927,20.801,20.356
01/06 - 15:45,20.953,21.159,20.390,21.249,20.875,21.913,20.806,20.364
01/06 - 16:00,21.033,21.248,20.398,21.279,20.897,21.891,20.809,20.373
01/06 - 16:15,21.112,21.358,20.409,21.314,20.919,21.867,20.811,20.385
01/06 - 16:30,21.189,21.481,20.420,21.344,20.940,21.834,20.810,20.402
01/06 - 16:45,21.263,21.621,20.433,21.370,20.958,21.798,20.808,20.424
01/06 - 17:00,21.337,21.768,20.446,21.393,20.975,21.764,20.805,20.455
01/06 - 17:15,21.416,21.904,20.459,21.418,20.990,21.732,20.799,20.495
01/06 - 17:30,21.498,22.020,20.472,21.445,21.003,21.701,20.793,20.545
01/06 - 17:45,21.580,22.108,20.487,21.474,21.015,21.668,20.786,20.603
01/06 - 18:00,21.651,22.175,20.504,21.505,21.025,21.630,20.776,20.666
01/06 - 18:15,21.700,22.223,20.525,21.536,21.033,21.587,20.765,20.731
01/06 - 18:30,21.737,22.258,20.551,21.569,21.040,21.542,20.753,20.793
01/06 - 18:45,21.760,22.280,20.582,21.604,21.046,21.495,20.739,20.848
01/06 - 19:00,21.774,22.294,20.618,21.638,21.050,21.445,20.724,20.896
01/06 - 19:15,21.766,22.291,20.657,21.670,21.052,21.390,20.706,20.935
01/06 - 19:30,21.736,22.272,20.698,21.699,21.053,21.331,20.687,20.965
01/06 - 19:45,21.693,22.242,20.737,21.723,21.053,21.269,20.666,20.985
01/06 - 20:00,21.625,22.192,20.772,21.737,21.052,21.199,20.643,20.997
01/06 - 20:15,21.569,22.152,20.801,21.749,21.050,21.136,20.620,21.003
01/06 - 20:30,21.527,22.122,20.822,21.756,21.046,21.081,20.597,21.002
01/06 - 20:45,21.495,22.098,20.837,21.757,21.042,21.030,20.574,20.998
01/06 - 21:00,21.467,22.076,20.847,21.753,21.036,20.982,20.552,20.990
01/06 - 21:15,21.443,22.056,20.853,21.742,21.030,20.933,20.527,20.981
01/06 - 21:30,21.420,22.034,20.858,21.727,21.023,20.884,20.503,20.971
01/06 - 21:45,21.396,22.010,20.861,21.707,21.015,20.835,20.477,20.961
01/06 - 22:00,21.370,21.984,20.864,21.684,21.006,20.785,20.452,20.949
01/06 - 22:15,21.343,21.957,20.866,21.658,20.997,20.736,20.427,20.938
01/06 - 22:30,21.315,21.927,20.868,21.629,20.987,20.688,20.402,20.927
01/06 - 22:45,21.286,21.896,20.869,21.598,20.976,20.639,20.377,20.915
01/06 - 23:00,21.260,21.866,20.870,21.570,20.965,20.595,20.354,20.903
01/06 - 23:15,21.236,21.839,20.870,21.544,20.955,20.557,20.334,20.891
01/06 - 23:30,21.213,21.811,20.870,21.516,20.944,20.521,20.314,20.879
01/06 - 23:45,21.190,21.782,20.870,21.488,20.932,20.487,20.295,20.867
01/07 - 0:00,21.166,21.751,20.869,21.458,20.920,20.452,20.275,20.855
01/07 - 0:15,21.140,21.720,20.868,21.426,20.908,20.416,20.255,20.842
01/07 - 0:30,21.115,21.688,20.867,21.394,20.895,20.379,20.235,20.830
01/07 - 0:45,21.089,21.656,20.865,21.361,20.881,20.343,20.214,20.817
01/07 - 1:00,21.063,21.625,20.863,21.327,20.868,20.307,20.194,20.804
01/07 - 1:15,21.038,21.595,20.861,21.294,20.854,20.273,20.175,20.792
01/07 - 1:30,21.013,21.564,20.858,21.261,20.839,20.239,20.155,20.779
01/07 - 1:45,20.987,21.534,20.855,21.226,20.825,20.205,20.136,20.766
01/07 - 2:00,20.961,21.503,20.852,21.191,20.810,20.171,20.116,20.753
01/07 - 2:15,20.935,21.471,20.848,21.156,20.796,20.138,20.097,20.739
01/07 - 2:30,20.909,21.440,20.844,21.122,20.781,20.105,20.078,20.727
01/07 - 2:45,20.884,21.409,20.839,21.088,20.766,20.074,20.059,20.714
01/07 - 3:00,20.859,21.378,20.834,21.055,20.751,20.042,20.040,20.701
01/07 - 3:15,20.834,21.347,20.829,21.021,20.736,20.011,20.021,20.688
01/07 - 3:30,20.809,21.316,20.824,20.988,20.721,19.979,20.003,20.676
01/07 - 3:45,20.784,21.285,20.818,20.955,20.706,19.948,19.984,20.663
01/07 - 4:00,20.760,21.254,20.812,20.923,20.691,19.917,19.966,20.650
01/07 - 4:15,20.736,21.224,20.805,20.891,20.676,19.887,19.948,20.638
01/07 - 4:30,20.712,21.194,20.799,20.859,20.661,19.857,19.930,20.625
01/07 - 4:45,20.689,21.164,20.792,20.828,20.646,19.829,19.912,20.612
01/07 - 5:00,20.668,21.138,20.784,20.801,20.632,19.804,19.896,20.600
01/07 - 5:15,20.652,21.114,20.777,20.780,20.619,19.809,19.886,20.587
01/07 - 5:30,20.637,21.091,20.770,20.762,20.606,19.841,19.880,20.575
01/07 - 5:45,20.623,21.070,20.762,20.747,20.594,19.889,19.878,20.563
01/07 - 6:00,20.610,21.050,20.753,20.733,20.582,19.942,19.880,20.551
01/07 - 6:15,20.601,21.034,20.745,20.726,20.572,20.092,19.900,20.540
01/07 - 6:30,20.595,21.019,20.736,20.723,20.565,20.294,19.940,20.530
01/07 - 6:45,20.590,21.008,20.728,20.724,20.562,20.519,19.999,20.520
01/07 - 7:00,20.587,20.998,20.720,20.729,20.566,20.698,20.071,20.512
01/07 - 7:15,20.585,20.990,20.712,20.732,20.578,20.840,20.146,20.505
01/07 - 7:30,20.583,20.982,20.705,20.735,20.597,20.947,20.209,20.500
01/07 - 7:45,20.582,20.976,20.697,20.741,20.622,20.987,20.271,20.497
01/07 - 8:00,20.584,20.973,20.691,20.750,20.650,21.038,20.335,20.496
01/07 - 8:15,20.589,20.973,20.685,20.761,20.675,21.127,20.401,20.495
01/07 - 8:30,20.595,20.975,20.679,20.810,20.696,21.234,20.467,20.495
01/07 - 8:45,20.602,20.977,20.673,20.852,20.713,21.368,20.534,20.495
01/07 - 9:00,20.610,20.981,20.668,20.885,20.725,21.515,20.599,20.496
01/07 - 9:15,20.618,20.986,20.663,20.961,20.736,21.662,20.659,20.497
01/07 - 9:30,20.628,20.992,20.658,20.986,20.745,21.795,20.711,20.498
01/07 - 9:45,20.638,21.000,20.654,21.042,20.755,21.911,20.757,20.500
01/07 - 10:00,20.650,21.010,20.650,21.063,20.765,22.005,20.797,20.503
01/07 - 10:15,20.662,21.021,20.646,21.095,20.777,22.077,20.832,20.507
01/07 - 10:30,20.674,21.034,20.643,21.143,20.792,22.138,20.866,20.511
01/07 - 10:45,20.685,21.046,20.641,21.194,20.808,22.181,20.896,20.516
01/07 - 11:00,20.699,21.057,20.639,21.241,20.825,22.216,20.925,20.522
01/07 - 11:15,20.711,21.070,20.637,21.283,20.843,22.240,20.951,20.528
01/07 - 11:30,20.725,21.085,20.636,21.328,20.862,22.262,20.978,20.535
01/07 - 11:45,20.740,21.102,20.636,21.369,20.881,22.279,21.003,20.542
01/07 - 12:00,20.758,21.122,20.635,21.409,20.902,22.296,21.027,20.549
01/07 - 12:15,20.779,21.144,20.636,21.452,20.925,22.312,21.049,20.556
01/07 - 12:30,20.801,21.168,20.636,21.497,20.949,22.329,21.071,20.564
01/07 - 12:45,20.829,21.196,20.637,21.540,20.974,22.346,21.091,20.572
01/07 - 13:00,20.864,21.231,20.639,21.586,21.000,22.368,21.113,20.579
01/07 - 13:15,20.911,21.275,20.641,21.635,21.027,22.394,21.135,20.587
01/07 - 13:30,20.967,21.334,20.643,21.682,21.054,22.427,21.158,20.594
01/07 - 13:45,21.038,21.411,20.646,21.727,21.083,22.475,21.181,20.602
01/07 - 14:00,21.104,21.482,20.649,21.767,21.111,22.520,21.203,20.611
01/07 - 14:15,21.166,21.540,20.653,21.805,21.139,22.562,21.224,20.619
01/07 - 14:30,21.227,21.598,20.657,21.849,21.169,22.602,21.245,20.627
01/07 - 14:45,21.291,21.653,20.662,21.892,21.198,22.631,21.262,20.637
01/07 - 15:00,21.356,21.709,20.668,21.940,21.228,22.655,21.278,20.646
01/07 - 15:15,21.416,21.762,20.676,21.985,21.257,22.657,21.291,20.657
01/07 - 15:30,21.469,21.812,20.685,22.033,21.287,22.660,21.303,20.668
01/07 - 15:45,21.515,21.860,20.696,22.076,21.316,22.661,21.313,20.680
01/07 - 16:00,21.557,21.911,20.709,22.118,21.345,22.662,21.323,20.693
01/07 - 16:15,21.589,21.961,20.723,22.157,21.372,22.656,21.331,20.708
01/07 - 16:30,21.610,22.004,20.738,22.192,21.399,22.640,21.337,20.725
01/07 - 16:45,21.621,22.042,20.753,22.221,21.424,22.619,21.341,20.743
